,Tweets
73,"Si Hinostroza hubiese alentado a sus matones a jalonear y maltratar policías, la prisión preventiva sería automátic… https://t.co/3uBJ2OM5yX"
74,"RT @jotabruce: Cerrado por las embajadas, para ser precisos. https://t.co/yiTLMDHCDE"
75,"RT @DanielUrresti1: Esos equipos se usan para monitorear actividades como las marchas y otras q representen conflicto social
Yo las conozco…"
76,"RT @FerLlanos: No te sorprendas @ocram, nosotros lo dijimos anoche con un TVU en la mano y detallando que equipo era cada uno de los aparat…"
77,RT @nelsonmanrique: La ley que el fujimorista Micky Torres impulsó para exonerar de impuestos a los casinos y las máquinas tragamonedas est…
78,RT @jfowks: El presidente @MartinVizcarraC anuncia que va a observar la ley aprobada anoche por apristas y fujimoristas que disminuye las p…
79,"RT @Lauletras: wow, presidente @MartinVizcarraC ¿así funciona el @MininterPeru en su gobierno? ¿Como delivery de expresidentes investigados…"
80,"RT @fujitrolls: COSTA RICA 🇨🇷
CHILE 🇨🇱
COLOMBIA 🇨🇴
MÉXICO 🇲🇽
URUGUAY 🇺🇾
Repitan, conmigo, Costa Rica, Chile, Colombia, México y Uruguay. To…"
81,RT @Ojo_Publico: #Dineroleaks Fiscalía: Scotiabank recibió más de US$1 millón de testaferros de Keiko Fujimori a través de una operación de…
82,"RT @gmtavarac: Ojo: Todavía no es ley. El Congreso debe enviar la autógrafa al Presidente de la República, quien puede promulgarla u observ…"
83,RT @ronaldgamarra: Fiscal Rocío Sánchez en plena diligencia de detención preliminar de Edwin Oviedo https://t.co/9gROrbp1BO
84,RT @lokaldammert: Solo al crimen organizado se le ocurriría aprobar una ley para que no se pueda investigar como crimen organizado al crime…
85,RT @lokaldammert: Para qué hora el comunicado de la asociación de periodistas disculpándose por caer OTRA VEZ en los circos de AG y distrae…
86,"RT @ElianaCarlin: 1. No eran equipos de chuponeo sino un transmisor vía microondas viejo 
2. Militantes apristas vandalizaron un vehículo p…"
87,"RT @JoseUgazSM: Creación de delito de financiamiento ilegal de campañas requiere reflexión, amplio debate público y capacidad técnica. Proy…"
88,Más inaceptable es que hayan periodistas incautos... ¿o se hacen los incautos? https://t.co/tVRbkbX2N2
89,"RT @RecuerdosPeru: ¿Coincidencia @JorgeDCG?

Cc. @AlanGarciaPeru https://t.co/XkchgJOv7U"
